crash_record_id,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,report_type,prim_contributory_cause,street_direction,num_units,injuries_total,crash_hour,crash_day_of_week,crash_month,intersection_related_i,hit_and_run_i,lane_cnt,has_injuries,num_bikes_involved,num_pedestrians_involved,num_extricated,num_ejected
c1a68501fbb11fc51076d01f92537f77bb4d18ee7f6d924edb25a5fd2258b5a28b5b7fa497770bc97d5a86b69fe1fe8365dc0dcc23d0c4e7f68812ac815b5af3,2021-07-31 16:56:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NOT APPLICABLE,S,2,0.0,16,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
abd64036f3abd25af932f40de2fd6d73c83e1c6e4f994184e108c09a2cfdac6731c529d9086230ca6ff31d720eb889b414d50e53964836c1714f560a1afd36b1,2021-07-31 16:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,FAILING TO YIELD RIGHT-OF-WAY,S,2,2.0,16,Saturday,July,,,,1,0.0,0.0,0.0,0.0
e3cb30e34f695e0431a79c8892e4be48f7ecc5460023ebbf1b17fc1740f8f61a57b958e7113b801fb42666dc0c4d6f512c30e3d837e2f9ddf03af7bce8097a34,2021-07-31 16:43:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,FAILING TO REDUCE SPEED TO AVOID CRASH,S,2,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
91134bd9a6e0cb1148c0cc0eda248f1bacdc154b5188130f21950a3b73bc8d85d530f82a4546a1cd9672bd164445a3b91279ef23439c3bfa1d0f5937f2e0a040,2021-07-31 16:40:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),UNABLE TO DETERMINE,W,2,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
6d2176ae1ad98bddde534f7a7b59784cb6e648754b78256fe10f507bee5fc7a0a88602162eecb23341d17a1951d7d1a7cc72482b5b3263f25c92d153866a8c91,2021-07-31 16:35:00,5,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),UNABLE TO DETERMINE,N,2,0.0,16,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
22e8b399b0e1c24e796be6febbd87738815d9c9d0b5124b4cb613fe8fe9011a26f66de97bc67a9f401008cf1afda57273c641a6f92c6a2c650f5fb7b3f09d100,2021-07-31 16:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),IMPROPER BACKING,W,1,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
480d4723ae0123ae07ba217ac5695073fa4e9d800bd0938d8f522bc89ce19a25e1ebceeb152da227577b58e3bc0269b710ae29289cb510b5053edd3cb391cc4e,2021-07-31 16:30:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),UNABLE TO DETERMINE,S,2,0.0,16,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
5a1bab2bf9f4403a76082e6aae51b4d7e2b77424dac096e4b9d103578c9341da0281021e469eb900c8ae4f8469b94b5258fbc6b377bd891c1d8a66fa8590c49e,2021-07-31 16:30:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,FAILING TO YIELD RIGHT-OF-WAY,W,2,1.0,16,Saturday,July,Y,N,,1,1.0,0.0,0.0,0.0
2dc7e02377e292226bb33ba44aa713937b4cf1442cc032488c6057ced55618557f2808a86f3b9890bd6f29633d84738e7e82308e7c0daba67715c1a4d564cdf6,2021-07-31 16:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),UNABLE TO DETERMINE,W,2,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
355645c467b126e3ef3e1148fa792f703911f94253697ed1e6f034c85d250585c274cf4e355cdccec5370662a5dbc542424038b37f14d4aac41c2d80e044b11b,2021-07-31 16:20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,UNABLE TO DETERMINE,S,2,0.0,16,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
4261e8ed7b12919ca2d6787e91e726b5f0899fb033e678deedada80acff7d96281fbbdeb4862c23461a16a76d92759e146719005a9befdd35450df76c3be9cce,2021-07-31 16:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT ON GRADE,DRY,NO DEFECTS,ON SCENE,FOLLOWING TOO CLOSELY,W,2,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
5a7801acc1a0c1b0b6e732f07bb6428c90c4d58cbaa4ec6fddccb74219310c19732110e74049e7281045259d226f276bb17bfda537904e56151eefeb3fdfe7bb,2021-07-31 16:00:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,UNABLE TO DETERMINE,W,2,0.0,16,Saturday,July,,,,0,0.0,0.0,0.0,0.0
f16469108a26e689b4c5738be407b814d7b55710e89e0fdff84ea7113fc94c6f38a6681d8042b0f2ad286c36f48e45b3919704d7f5810c02bed3acd4b987ecf9,2021-07-31 16:00:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,DRIVING ON WRONG SIDE/WRONG WAY,W,2,0.0,16,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
6fc44eefc7bfb6cc1ed578a02e104209094887ee39098ef60384c0d51bb64d99e9f0c80811794795b0039c2a07d4d68feab386d681e581a71aece484aebd1e2e,2021-07-31 15:59:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,UNABLE TO DETERMINE,W,2,0.0,15,Saturday,July,,,,0,0.0,0.0,0.0,0.0
467d1940b41e51ac796814a2745af75ca42560ec0013b30b358a026b5af94453d3ea31bf0c472c4e650ef8d6c40bca343a1aa87782fdc5ec7f4221c042a0bcd6,2021-07-31 15:56:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,FAILING TO YIELD RIGHT-OF-WAY,N,2,2.0,15,Saturday,July,,,,1,0.0,0.0,0.0,0.0
0eaa33785880af1e685c5b8efcc5e6891141dcfabeb39425a7dbe42d0f7cc9a702e219d514c25d3fb634fdb4aa1b25e01a6bdf8e079ee5a3c9654cda2f21dc28,2021-07-31 15:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,UNABLE TO DETERMINE,S,2,0.0,15,Saturday,July,Y,Y,,0,0.0,0.0,0.0,0.0
942d896d410b4d70651d76d442ea8a9fe2033a6f8148daf755c1e759059532ef8d023f4efca6e81dd33bb9a6f5fc443da108b942e7bc54fcfff51bf67206efa8,2021-07-31 15:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),IMPROPER OVERTAKING/PASSING,S,2,0.0,15,Saturday,July,,Y,,0,0.0,0.0,0.0,0.0
d1724f341f86f2f93f2f2fdc1957df2c74b90c74b2540ccbc4bed442190bd9cbb0785118d407911e893326478a219556f4f65a3325d46883922481a7ab37109a,2021-07-31 15:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),IMPROPER OVERTAKING/PASSING,N,2,0.0,15,Saturday,July,,,,0,0.0,0.0,0.0,0.0
28d6d534840e52c7a754ca73857fb5afe258398c4753c3e038e61843db0c1d29582ebb20c297e451e9353750ffb3f9a0793da1088446538d73b7d24f170ef2b4,2021-07-31 15:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),UNABLE TO DETERMINE,W,2,0.0,15,Saturday,July,,,,0,0.0,0.0,0.0,0.0
7477277dd2073a559567c06c9303f7bebd12ddaa146b1c1d052d51d3e210f5034e226c1e1f791651b0e23aa51fe5f8ad3a3d71e13ca9482653df6872e6b6c3d0,2021-07-31 15:28:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,UNABLE TO DETERMINE,W,1,0.0,15,Saturday,July,,,,0,0.0,0.0,0.0,0.0
